movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,movie_facebook_likes,imdb_score
The Client ,39,119,541,821,45798,4043,94,45000000,577,1000,6.7
The Cold Light of Day ,119,93,19,15000,28629,30134,113,20000000,13000,0,4.9
The Collection ,147,82,87,1000,36029,3818,99,10000000,581,14000,6.1
The Color of Freedom ,46,118,55,113,10175,143,23,30000000,11,0,7.1
The Color of Money ,59,119,17000,10000,57831,11895,115,13800000,970,0,7.0
The Color Purple ,70,154,14000,852,60988,2592,199,15000000,581,6000,7.8
The Conformist ,120,106,973,319,17813,500,101,750000,90,0,8.1
The Conjuring ,511,112,0,6000,300110,9049,807,20000000,960,131000,7.5
The Conjuring 2 ,300,134,0,1000,64989,2676,279,40000000,575,40000,7.8
The Conspirator ,199,122,0,18000,23696,21163,135,25000000,1000,0,7.0
The Constant Gardener ,226,129,353,883,111351,1565,568,15000000,430,0,7.5
The Contender ,136,126,37,12000,20449,25660,370,20000000,10000,1000,7.0
The Conversation ,149,113,0,11000,74651,12157,313,1600000,481,6000,7.9
The Cooler ,157,101,47,658,28714,3086,215,3200000,636,762,7.0
The Core ,149,135,36,894,77029,1439,466,60000000,345,0,5.4
The Corruptor ,91,110,164,258,15358,571,131,30000000,218,328,6.0
The Cottage ,80,92,46,570,10056,1258,82,2500000,337,639,6.2
The Cotton Club ,36,123,0,12000,12771,18793,84,58000000,5000,828,6.5
The Counselor ,336,138,0,13000,80861,27797,431,25000000,11000,24000,5.3
The Count of Monte Cristo ,138,131,58,15000,104991,17152,544,35000000,1000,0,7.7
The Country Bears ,43,88,0,3000,3875,8189,75,35000000,968,422,4.0
The Covenant ,120,97,212,960,39541,3261,334,20000000,917,3000,5.3
The Craft ,93,101,26,838,57140,1812,195,15000000,328,6000,6.2
The Crazies ,308,101,42,991,93272,2609,251,20000000,894,0,6.5
The Crew ,53,88,12,327,3914,1509,47,23000000,281,153,5.6
The Crocodile Hunter: Collision Course ,61,90,0,477,5663,1483,106,13000000,238,332,5.4
The Croods ,257,98,16,16000,150618,43286,195,135000000,15000,28000,7.3
The Crow ,118,98,295,720,136580,2630,545,23000000,581,15000,7.6
The Cry of the Owl ,35,100,2,680,3737,1780,27,11500000,544,443,6.0
The Crying Game ,63,112,277,1000,41361,2412,148,2300000,530,0,7.3
The Cure ,78,111,62,89,6318,115,50,1000000,13,817,7.4
The Curious Case of Benjamin Button ,362,166,21000,11000,459346,13333,822,150000000,1000,23000,7.8
The Curse of Downers Grove ,32,89,20000,2000,1040,4968,22,2000000,860,0,4.5
The Curse of the Jade Scorpion ,116,103,11000,11000,31798,12534,178,26000000,893,826,6.8
The Curse of the Were-Rabbit ,209,85,9,567,98160,1145,307,30000000,269,0,7.5
The Da Vinci Code ,294,174,2000,15000,314253,16008,1966,125000000,574,0,6.6
The Damned United ,145,98,0,1000,32307,1163,75,10000000,54,0,7.6
The Dangerous Lives of Altar Boys ,78,104,0,1000,12047,1292,122,12000000,165,677,7.1
The Dark Hours ,80,80,3,108,4788,272,52,500000,64,166,6.1
The Dark Knight ,645,152,22000,23000,1676169,57802,4667,185000000,13000,37000,9.0
The Dark Knight Rises ,813,164,22000,27000,1144337,106759,2701,250000000,23000,164000,8.5
The Darkest Hour ,195,89,21,614,49312,843,211,30000000,150,0,4.9
The Day After Tomorrow ,239,124,776,15000,333248,20553,1159,125000000,2000,19000,6.4
The Day the Earth Stood Still ,276,104,301,18000,139423,22194,698,80000000,4000,0,5.5
The Day the Earth Stood Still ,276,104,301,18000,139426,22194,698,80000000,4000,0,5.5
The Dead Undead ,17,89,252,1000,737,2510,15,1100000,745,444,3.0
The Dead Zone ,112,103,0,1000,44804,2013,182,10000000,278,0,7.2
The Death and Life of Bobby Z ,30,97,17,23000,12078,37457,31,22000000,10000,0,5.9
The Debt ,258,113,108,1000,55441,1136,165,20000000,100,0,6.9
The Deep End of the Ocean ,54,106,22,2000,10413,4327,111,40000000,642,579,6.3
The Deer Hunter ,140,183,517,22000,232577,34025,1026,15000000,11000,11000,8.2
The Departed ,352,151,17000,29000,873649,45648,2054,90000000,13000,29000,8.5
The Descendants ,549,115,729,8000,205284,9578,439,20000000,727,22000,7.3
The Descent ,342,100,197,513,154938,1379,1100,3500000,239,10000,7.2
The Devil Inside ,225,83,19,403,30570,988,290,1000000,169,12000,4.2
The Devil Wears Prada ,208,109,64,11000,286178,23923,631,35000000,11000,0,6.8
The Devil's Advocate ,117,136,138,18000,259519,45271,431,57000000,14000,11000,7.5
The Devil's Double ,167,109,93,31000,53977,35561,125,15000000,3000,14000,7.1
The Devil's Own ,66,111,79,11000,45602,26088,114,86000000,11000,979,6.1
The Devil's Rejects ,261,109,0,1000,76267,3544,687,7000000,649,0,6.9
The Devil's Tomb ,32,90,110,1000,5715,3937,60,10000000,898,486,3.8
The Diary of a Teenage Girl ,168,102,22,10000,16645,11184,72,2000000,1000,0,6.9
The Dictator ,313,99,119,600,213863,1375,310,65000000,346,59000,6.4
The Dilemma ,185,111,2000,17000,43709,18510,141,70000000,1000,0,5.3
The Divide ,174,122,87,2000,30511,4920,226,3000000,683,0,5.8
The Dog Lover ,9,101,20,1000,162,2419,8,2000000,301,724,4.8
The Doors ,82,140,0,720,68159,3044,209,38000000,576,0,7.2
The Dress ,19,95,53,20,1470,25,5,2650000,3,121,7.0
The Duchess ,194,110,10,3000,61777,6420,140,13500000,2000,0,6.9
The DUFF ,132,101,17,35000,51326,36892,116,8500000,966,8000,6.5
The Dukes of Hazzard ,144,107,422,631,66382,2297,612,50000000,534,0,5.1
The East ,200,116,129,10000,41856,13180,119,6500000,918,12000,6.9
The Egyptian ,15,139,345,535,2498,2112,67,5000000,440,376,6.6
The Elephant Man ,117,124,0,12000,161972,13864,356,5000000,754,9000,8.2
The Emperor's Club ,83,109,97,13000,14354,14347,139,12500000,795,0,6.9
The Emperor's New Groove ,141,78,10,558,128285,2039,297,100000000,452,0,7.3
The End of the Affair ,90,102,277,327,17740,672,165,23000000,261,0,7.2
The English Patient ,116,162,333,14000,142067,15912,457,27000000,1000,0,7.4
The Equalizer ,292,132,845,18000,229574,37605,436,55000000,17000,56000,7.2
The Evil Dead ,304,96,0,634,141219,813,740,375000,66,12000,7.6
The Exorcism of Emily Rose ,233,122,301,1000,96569,2759,522,20000000,539,0,6.7
The Exorcist ,304,132,607,1000,284252,2466,1058,8000000,931,18000,8.0
The Expendables ,424,113,13000,26000,270226,46355,741,80000000,13000,57000,6.5
The Expendables 2 ,383,103,165,26000,246803,57881,474,92000000,13000,108000,6.7
The Expendables 3 ,320,131,385,26000,127258,52610,351,90000000,13000,56000,6.1
The Express ,86,130,39,2000,16673,5162,45,40000000,898,0,7.3
The Extra Man ,104,108,30,474,4124,2029,29,7000000,403,916,5.9
The Eye ,172,92,0,17000,44130,18765,156,12000000,527,0,5.4
The Faculty ,154,104,0,4000,92074,12170,502,15000000,4000,0,6.4
The Fall of the Roman Empire ,30,172,75,617,6156,1131,91,19000000,134,560,6.7
The Family Man ,121,125,420,12000,85844,16646,322,60000000,3000,0,6.7
The Family Stone ,142,103,15,723,49077,1615,475,17000000,552,0,6.3
The Fan ,50,116,12000,22000,38533,24618,89,55000000,617,0,5.8
The Fast and the Furious ,187,106,357,23000,272223,45327,988,38000000,14000,14000,6.7
The Fast and the Furious ,187,106,357,23000,272223,45327,988,38000000,14000,14000,6.7
The Fast and the Furious ,187,106,357,23000,272227,45327,988,38000000,14000,14000,6.7
The Fast and the Furious: Tokyo Drift ,158,104,681,584,179500,1235,378,85000000,227,0,6.0
The Fault in Our Stars ,326,133,131,8000,249688,10565,548,12000000,1000,93000,7.8
The Fifth Element ,173,126,0,14000,343274,39319,742,93000000,13000,18000,7.7
The Fifth Estate ,224,128,386,19000,29282,36337,105,28000000,17000,11000,6.2
The Fighter ,410,116,737,23000,275869,23811,389,25000000,238,36000,7.9
The Final Destination ,221,82,160,164000,75345,303717,290,40000000,137000,0,5.2
The Firm ,56,154,521,10000,88844,14244,142,42000000,1000,0,6.8
The First Wives Club ,50,103,37,944,31817,3143,117,26000000,893,0,6.2
The Fisher King ,84,137,0,12000,63274,12947,170,24000000,443,12000,7.6
The Five-Year Engagement ,232,131,89,2000,78974,3479,141,30000000,401,11000,6.2
The Flintstones ,35,91,32,924,60884,3244,85,45000000,664,0,4.8
The Flintstones in Viva Rock Vegas ,57,90,32,1000,15517,6299,85,60000000,891,500,3.6
The Flowers of War ,136,146,611,23000,38690,23240,130,94000000,196,13000,7.6
The Fog ,212,89,0,2000,46492,4877,335,1000000,826,7000,6.8
The Fog ,212,89,0,2000,46493,4878,335,1000000,826,7000,6.8
The Forbidden Kingdom ,206,104,50,5000,88049,7247,279,55000000,962,0,6.6
The Forest ,185,93,4,533,20837,578,127,10000000,35,10000,4.8
The Forsaken ,56,90,23,847,7319,3004,131,5000000,591,327,5.3
The Fountain ,274,96,0,20000,190990,24640,915,35000000,1000,23000,7.3
The Four Feathers ,105,125,159,3000,28130,3142,215,35000000,61,0,6.5
The Fourth Kind ,183,98,58,14000,63108,15251,330,10000000,537,15000,5.9
The FP ,66,82,32,968,1389,2046,22,60000,407,0,5.6
The French Connection ,138,104,607,813,82476,1196,280,1800000,165,0,7.8
The French Connection ,138,104,607,813,82476,1196,280,1800000,165,0,7.8
The Front Page ,34,105,0,597,9007,1218,50,4000000,222,661,7.3
The Frozen ,12,95,7,236,1488,537,28,250000,206,519,4.4
The Frozen Ground ,120,105,17,12000,43879,16355,133,27220000,991,11000,6.4
The Fugitive ,119,130,99,11000,213668,13357,270,44000000,1000,0,7.8
The Full Monty ,122,91,11,1000,82232,2323,174,3500000,891,0,7.2
The Full Monty ,122,91,11,1000,82232,2323,174,3500000,891,0,7.2
The Funeral ,48,99,220,812,6921,3337,48,12500000,787,344,6.6
The Gallows ,159,81,3,220,13521,276,150,100000,40,0,4.2
The Gambler ,175,111,81,3000,48559,3784,145,25000000,571,0,6.0
The Gambler ,175,111,81,3000,48562,3784,145,25000000,571,0,6.0
The Game ,157,129,21000,495,261069,1397,506,50000000,294,25000,7.8
The Game of Their Lives ,21,101,25,18000,2613,20354,46,20000000,723,445,6.2
The Game Plan ,112,110,99,12000,44021,15170,83,22000000,941,0,6.2
The General's Daughter ,113,116,165,577,42705,2321,274,95000000,501,885,6.3
The Geographer Drank His Globe Away ,8,120,0,114,2488,183,3,4000000,45,282,7.5
The Ghastly Love of Johnny X ,94,106,5,416,344,1611,19,2000000,403,655,5.7
The Ghost and the Darkness ,62,110,81,1000,46239,1752,155,55000000,416,0,6.8
The Ghost Writer ,343,128,2000,854,132423,2507,349,45000000,766,15000,7.2
The Gift ,297,108,0,1000,79909,3215,279,5000000,562,15000,7.1
The Gift ,297,108,0,1000,79916,3215,279,5000000,562,15000,7.1
The Girl Next Door ,126,110,42,355,171151,911,513,25000000,155,0,6.8
The Girl with the Dragon Tattoo ,517,158,21000,18000,330152,20388,632,90000000,1000,54000,7.8
The Giver ,198,97,176,12000,86251,36064,260,25000000,11000,58000,6.5
The Glass House ,95,106,12,962,25462,4239,200,30000000,844,804,5.8
The Glimmer Man ,39,91,29,2000,15455,3855,80,45000000,461,451,5.3
The Godfather ,208,175,0,14000,1155770,28122,2238,6000000,10000,43000,9.2
The Godfather: Part II ,149,220,0,22000,790926,39960,650,13000000,14000,14000,9.0
The Godfather: Part III ,110,170,0,14000,267980,16949,545,54000000,1000,0,7.6
The Golden Child ,29,94,23,400,39798,1044,69,25000000,255,0,5.9
The Golden Compass ,251,113,129,16000,149019,24106,666,180000000,6000,0,6.1
The Good German ,183,105,0,845,21481,2355,175,32000000,552,559,6.1
The Good Girl ,107,93,44,15000,37952,27646,298,5000000,11000,938,6.5
The Good Guy ,22,90,0,806,7759,3124,20,8000000,690,1000,5.9
The Good Heart ,61,99,29,117,3579,298,14,3800000,64,0,6.9
The Good Night ,50,93,17,1000,7519,1245,39,15000000,165,445,5.9
The Good Thief ,105,109,277,2000,9004,2759,103,25000000,378,287,6.6
"The Good, the Bad and the Ugly ",181,142,0,16000,503509,16089,780,1200000,34,20000,8.9
"The Good, the Bad, the Weird ",152,135,419,398,26156,569,74,10000000,149,0,7.3
The Grace Card ,25,101,0,77000,2099,77046,26,200000,21,0,6.4
The Grand Budapest Hotel ,536,99,0,13000,475518,15082,644,25000000,1000,149000,8.1
The Grandmaster ,273,122,0,643,24557,943,111,38600000,290,13000,6.5
The Great Beauty ,280,172,667,211,55516,456,124,9200000,98,29000,7.7
The Great Debaters ,112,126,18000,18000,47626,22745,118,15000000,2000,0,7.6
The Great Escape ,111,172,120,773,165638,1785,301,4000000,742,8000,8.3
The Great Gatsby ,490,143,1000,29000,362933,29769,753,105000000,509,115000,7.3
The Great Gatsby ,490,143,1000,29000,362912,29770,753,105000000,509,115000,7.3
The Great Raid ,81,132,131,11000,18209,12133,183,80000000,298,0,6.7
The Great Train Robbery ,23,110,735,187,11623,297,50,6000000,34,643,7.0
The Greatest ,63,96,19,1000,7394,2163,50,6000000,943,0,6.7
The Greatest Movie Ever Sold ,130,90,293,16000,13223,32405,45,1500000,14000,0,6.6
The Greatest Show on Earth ,44,152,309,232,9456,825,107,4000000,178,625,6.7
The Greatest Story Ever Told ,27,225,126,940,6484,1934,100,20000000,208,1000,6.6
The Green Hornet ,447,119,1000,11000,136019,13391,443,120000000,1000,14000,5.8
The Green Inferno ,285,100,0,640,21468,2082,164,6000000,550,12000,5.4
The Green Mile ,186,189,0,15000,782610,17716,1377,60000000,745,30000,8.5
The Grey ,408,117,248,14000,203111,16606,755,25000000,798,32000,6.8
The Grudge ,203,98,70,4000,115050,7461,911,10000000,1000,4000,5.9
The Grudge 2 ,131,137,70,4000,38658,5746,284,20000000,884,930,5.0
The Guard ,261,96,51,3000,64794,3569,131,6000000,482,17000,7.3
The Guilt Trip ,147,95,98,405,30394,1070,103,40000000,358,0,5.8
The Gunman ,224,115,180,1000,28429,1686,110,40000000,535,0,5.8
The Guru ,70,94,18,658,13622,1559,128,11000000,463,550,5.4
The Hadza: Last of the First ,1,71,0,1000,5,1359,1,650000,338,5,7.4
The Hammer ,73,88,0,465,5489,897,23,850000,140,337,7.3
The Hangover ,334,108,480,14000,583341,17623,626,35000000,839,24000,7.8
The Hangover Part II ,383,102,480,14000,375879,16143,402,80000000,670,56000,6.5
The Happening ,323,91,0,11000,163130,13654,1264,48000000,946,6000,5.0
The Hateful Eight ,596,187,16000,46000,272839,49912,1018,44000000,1000,114000,7.9
The Haunted Mansion ,122,88,50,691,32049,2622,179,90000000,569,988,4.9
The Haunting ,167,113,101,14000,58184,17786,805,80000000,960,0,4.9
The Haunting in Connecticut 2: Ghosts of Georgia ,79,101,14,1000,13167,3164,57,9000000,907,0,5.3
The Haunting of Molly Hartley ,74,82,7,1000,7904,4856,113,5000000,984,562,3.8
The Heart of Me ,39,96,5,766,1966,1251,25,7000000,358,97,6.7
The Heat ,270,123,176,975,133177,4825,380,43000000,815,24000,6.6
The Hebrew Hammer ,35,87,4,2000,4182,6227,53,1000000,1000,3000,6.2
The Helix... Loaded ,3,97,0,639,534,1188,9,1000000,361,128,1.9
The Help ,373,146,150,15000,318955,23227,460,25000000,3000,75000,8.1
The Hills Have Eyes ,265,108,192,1000,129719,4500,855,15000000,1000,0,6.4
The Hills Have Eyes II ,161,89,7,919,49721,2559,211,15000000,557,0,5.1
The History Boys ,112,109,13,3000,17770,5977,172,2000000,796,0,6.9
The Hit List ,26,90,58,848,10196,3469,39,6000000,816,0,5.4
The Hitchhiker's Guide to the Galaxy ,276,109,37,11000,155745,14073,1053,50000000,2000,10000,6.8
The Hoax ,142,116,529,442,14581,1134,74,25000000,252,348,6.7
The Hobbit: An Unexpected Journey ,645,182,0,5000,637246,9152,1367,180000000,972,166000,7.9
The Hobbit: The Battle of the Five Armies ,422,164,0,5000,354228,9152,802,250000000,972,65000,7.5
The Hobbit: The Desolation of Smaug ,509,186,0,5000,483540,9152,951,225000000,972,83000,7.9
The Hole ,147,92,287,844,19157,4099,69,12000000,708,0,5.7
The Holiday ,157,138,278,14000,182757,17423,483,85000000,3000,19000,6.9
The Holy Girl ,78,106,33,341,2720,358,37,1400000,5,57,6.7
The Homesman ,208,122,0,883,21370,2896,132,16000000,596,0,6.6
The Horror Network Vol. 1 ,10,97,171,1000,139,1343,3,3000000,171,52,7.3
The Horse Boy ,29,93,0,58,586,62,9,160000,2,0,7.4
The Horse Whisperer ,96,170,0,19000,32353,20683,263,60000000,1000,0,6.5
The Host ,298,125,487,430,92461,1300,347,40000000,329,43000,5.9
The Host ,363,110,584,629,68883,1173,279,12215500000,398,7000,7.0
The Hotel New Hampshire ,9,109,62,584,6595,2024,61,7500000,552,345,6.0
The Hours ,174,114,335,11000,102123,12624,660,25000000,577,0,7.6
The House Bunny ,129,97,29,15000,63969,18789,126,25000000,852,0,5.5
The House of Mirth ,96,135,25,902,6377,2735,181,10000000,576,345,7.1
The House of the Devil ,238,95,243,969,30160,3833,193,900000,962,0,6.4
The Howling ,161,91,287,1000,22773,4438,195,1000000,823,0,6.6
The Hudsucker Proxy ,77,111,0,1000,65474,2612,211,30000000,970,0,7.3
The Hunchback of Notre Dame ,80,91,21,2000,102933,4842,230,100000000,700,0,6.9
The Hundred-Foot Journey ,180,122,529,820,52894,1484,185,22000000,201,55000,7.3
The Hunger Games ,673,142,378,34000,701607,49942,1959,78000000,14000,140000,7.3
The Hunger Games: Catching Fire ,502,146,508,34000,498397,49355,706,130000000,14000,82000,7.6
The Hunger Games: Mockingjay - Part 1 ,403,123,508,34000,305008,81385,591,125000000,22000,52000,6.7
The Hunger Games: Mockingjay - Part 2 ,389,137,508,34000,166137,81385,383,160000000,22000,38000,6.6
The Hunt ,349,115,346,74,170155,216,249,3800000,69,60000,8.3
The Hunt for Red October ,104,135,323,826,143696,2575,241,30000000,692,0,7.6
The Hunted ,135,94,607,933,35830,2248,321,55000000,518,0,6.0
The Hunting Party ,94,101,47,499,22010,504,90,25000000,3,0,6.9
The Huntsman: Winter's War ,231,120,19,26000,37750,46719,134,115000000,11000,16000,6.1
The Hurricane ,65,146,278,18000,76016,20516,265,38000000,584,0,7.6
The Hurt Locker ,388,131,0,10000,332065,11114,876,15000000,602,16000,7.6
The Hustler ,100,134,31,654,62860,2290,167,2000000,491,0,8.0
The I Inside ,33,90,3,1000,9296,2310,57,8800000,900,458,6.1
The Ice Pirates ,41,91,12,1000,7767,1991,56,9000000,300,0,5.7
The Ice Storm ,124,112,0,805,46396,1466,287,18000000,223,0,7.5
The Iceman ,221,106,34,11000,55567,23187,144,10000000,11000,20000,6.9
The Ides of March ,421,101,0,33000,188652,57077,288,12500000,22000,22000,7.1
The Illusionist ,236,110,168,3000,295375,4210,645,16000000,979,15000,7.6
The Illusionist ,236,110,168,3000,295375,4210,645,16000000,979,15000,7.6
The Image Revolution ,7,81,3,26,66,70,2,50000,20,83,7.4
The Imaginarium of Doctor Parnassus ,292,123,0,10000,126307,11769,210,40000000,785,19000,6.8
The Imitation Game ,454,114,77,19000,467613,20295,608,14000000,393,165000,8.1
The Immigrant ,230,120,115,10000,20616,11019,70,16000000,316,0,6.6
The Importance of Being Earnest ,104,97,32,14000,18966,16502,141,15000000,1000,0,6.9
The Impossible ,371,114,171,6000,145270,7099,322,45000000,382,54000,7.6
The In Crowd ,49,105,52,477,3668,2312,85,15000000,397,157,4.6
The Incredible Burt Wonderstone ,260,100,35,12000,60596,32094,158,30000000,10000,13000,5.9
The Incredible Hulk ,354,135,255,3000,326286,5811,643,150000000,1000,0,6.8
The Incredibles ,283,115,663,1000,479166,1901,815,92000000,723,0,8.0
The Incredibly True Adventure of Two Girls in Love ,23,94,4,360,3513,656,36,250000,273,423,6.5
The Indian in the Cupboard ,25,96,0,1000,20688,2965,47,45000000,845,0,5.9
The Infiltrator ,72,127,65,788,2581,2104,29,25000000,423,0,7.3
The Informant! ,248,108,0,13000,52888,16031,175,21000000,734,0,6.5
The Informers ,97,98,34,663,14324,2215,93,18000000,551,1000,5.1
The Innkeepers ,292,101,243,969,27260,1252,247,750000,128,0,5.5
The Insider ,209,157,0,14000,133526,18216,521,68000000,826,0,7.9
The Intern ,241,121,278,22000,130661,36010,304,35000000,11000,54000,7.2
The International ,245,118,670,6000,80196,7654,190,50000000,450,0,6.5
The Internship ,246,125,189,1000,159931,5081,281,58000000,847,22000,6.3
The Interpreter ,227,128,521,591,86152,2100,411,80000000,249,0,6.4
The Interview ,293,112,133,11000,247020,12239,835,44000000,392,50000,6.6
The Invasion ,232,99,101,1000,65037,2323,273,80000000,422,0,5.9
The Invention of Lying ,192,100,0,3000,94292,7252,287,18500000,2000,13000,6.4
The Iron Giant ,162,90,663,14000,128455,16358,514,70000000,631,0,8.0
The Iron Lady ,331,105,58,11000,82327,12894,350,13000000,1000,18000,6.4
The Island ,257,136,0,19000,263336,34838,899,126000000,12000,0,6.9
The Island ,257,136,0,19000,263329,34839,899,126000000,12000,0,6.9
The Island of Dr. Moreau ,70,99,287,10000,26051,10469,164,40000000,368,0,4.4
The Italian Job ,155,111,473,26000,285623,35084,497,60000000,9000,0,7.0
The Jackal ,83,124,105,24000,88225,38227,227,60000000,13000,0,6.3
The Jacket ,161,94,11,1000,92850,5085,263,29000000,948,0,7.1
The Jimmy Show ,9,96,436,474,480,920,21,1500000,436,47,5.4
The Joneses ,144,96,17,2000,33473,4607,88,5000000,989,0,6.5
The Judge ,276,141,71,21000,136973,30183,275,50000000,3000,47000,7.4
The Jungle Book ,370,106,4000,19000,106072,32921,398,175000000,13000,65000,7.8
The Jungle Book ,370,106,4000,19000,106221,32921,398,175000000,13000,65000,7.8
The Jungle Book 2 ,85,72,0,3000,11634,4480,58,20000000,455,227,5.4
The Juror ,28,118,13,23000,13995,26907,62,44000000,2000,353,5.6
The Karate Kid ,81,126,80,668,126907,2004,235,8000000,641,0,7.2
The Karate Kid ,81,126,80,668,126916,2004,235,8000000,641,0,7.2
The Kentucky Fried Movie ,82,83,644,119,13915,190,109,650000,29,0,6.5
The Kid ,86,104,226,13000,34473,16452,139,60000000,718,0,6.1
The Kids Are All Right ,323,106,450,14000,110616,18645,291,3500000,3000,16000,7.1
The Killer Inside Me ,225,109,187,818,28483,1813,176,13000000,467,0,6.1
The King of Najayo ,1,101,0,159,197,206,1,500000,15,126,6.9
The King's Speech ,479,118,0,14000,503631,15732,636,15000000,1000,64000,8.0
The Kingdom ,234,110,532,3000,101386,5187,289,70000000,638,0,7.1
The Kite Runner ,201,128,395,283,68119,904,230,20000000,206,0,7.6
The Knife of Don Juan ,1,110,0,3,27,5,1,1200000,2,75,7.2
The Ladies Man ,58,84,71,8000,10777,10982,79,11000000,723,671,5.1
The Lady from Shanghai ,90,92,0,1000,19236,1055,175,2300000,29,0,7.7
The Ladykillers ,193,104,1000,24000,84131,41701,400,35000000,15000,0,6.2
The Lake House ,175,99,18,18000,114321,18693,548,40000000,426,0,6.8
The Land Before Time ,24,69,383,912,61753,1833,133,12500000,320,5000,7.3
The Last Airbender ,280,103,0,1000,118951,2857,1382,150000000,756,18000,4.2
The Last Castle ,110,131,37,968,57100,3012,281,60000000,848,0,6.9
The Last Days on Mars ,120,98,7,805,28570,2271,160,7000000,766,0,5.5
The Last Dragon ,55,109,78,854,9424,3394,109,10000000,841,0,6.9
The Last Emperor ,75,219,973,1000,70274,2451,133,23000000,643,0,7.8
The Last Exorcism ,311,87,13,463,41509,1958,300,1800000,400,0,5.6
The Last Exorcism Part II ,161,93,8,45000,13506,46868,68,5000000,541,0,4.0
The Last Godfather ,4,100,26,898,912,2895,17,13400000,391,502,3.6
The Last House on the Left ,241,114,29,956,67822,3861,279,15000000,878,0,6.6
The Last House on the Left ,241,114,29,956,67824,3861,279,15000000,878,0,6.6
The Last King of Scotland ,252,121,162,1000,145580,1184,351,6000000,149,0,7.7
The Last Legion ,90,102,4,14000,29285,14625,174,35000000,394,0,5.4
The Last of the Mohicans ,89,117,0,855,113068,2144,382,40000000,363,0,7.8
The Last Samurai ,190,154,380,10000,317166,11945,928,140000000,956,0,7.7
The Last Sin Eater ,18,117,84,861,1573,2161,29,2200000,425,285,5.9
The Last Song ,123,107,30,742,62421,2341,185,20000000,360,10000,5.8
The Last Stand ,376,107,419,971,114241,1643,258,45000000,236,24000,6.4
The Last Station ,184,112,97,577,15352,1341,82,13000000,416,0,7.0
The Last Temptation of Christ ,114,164,17000,883,39680,1934,308,7000000,618,0,7.6
The Last Time I Committed Suicide ,12,92,19,18000,1686,20135,28,4000000,759,161,5.8
The Last Witch Hunter ,202,106,42,14000,58752,16922,117,90000000,788,21000,6.0
The Lawnmower Man ,48,140,32,535,27800,1109,96,10000000,211,0,5.4
The Lazarus Effect ,152,83,26,10000,28513,11771,126,3300000,830,0,5.2
The League of Extraordinary Gentlemen ,202,110,45,1000,141533,4714,786,78000000,872,0,5.8
The Legend of Bagger Vance ,125,126,0,13000,45296,34774,267,60000000,10000,0,6.7
The Legend of Drunken Master ,77,102,32,483,34520,768,146,2000000,147,0,7.6
The Legend of God's Gun ,3,78,6,32,143,72,9,30000,17,13,4.1
The Legend of Hell's Gate: An American Conspiracy ,2,108,531,10000,583,15707,14,2000000,1000,651,4.4
The Legend of Hercules ,156,99,212,576,44891,1520,202,70000000,358,12000,4.2
The Legend of Suriyothai ,31,300,6,7,1666,32,47,400000000,6,124,6.6
The Legend of Tarzan ,248,110,282,11000,42372,21175,239,180000000,10000,29000,6.6
The Legend of Tarzan ,248,110,282,11000,42372,21175,239,180000000,10000,29000,6.6
The Legend of the Lone Ranger ,25,98,28,372,1400,927,41,18000000,262,346,5.0
The Legend of Zorro ,137,129,258,2000,71574,2864,244,75000000,277,951,5.9
The Lego Movie ,435,100,97,11000,246698,22128,471,60000000,8000,64000,7.8
The Life Aquatic with Steve Zissou ,259,119,0,13000,139535,15757,632,50000000,1000,0,7.3
The Life Before Her Eyes ,78,90,26,797,12125,2073,78,8000000,474,1000,6.4
The Life of David Gale ,141,130,317,18000,88270,32637,420,50000000,14000,0,7.5
The Limey ,111,89,0,402,24412,1335,240,9000000,296,944,7.1
The Lincoln Lawyer ,274,118,65,11000,173848,13943,203,40000000,980,25000,7.3
The Lion King ,186,73,28,2000,644348,6458,656,45000000,886,17000,8.5
The Lion of Judah ,7,87,11,578,458,1730,3,15000000,418,381,3.7
The Little Ponderosa Zoo ,1,84,0,385,15,683,1,500000,169,9,5.2
The Little Prince ,119,108,54,12000,28276,30230,64,81200000,11000,31000,7.8
The Little Vampire ,38,95,34,554,7242,2216,38,22000000,439,0,5.7
The Lives of Others ,215,137,207,380,259379,927,407,2000000,284,39000,8.5
The Living Daylights ,105,130,46,387,69457,1233,271,30000000,244,0,6.7
The Living Wake ,28,91,0,472,739,1047,10,500000,185,339,6.5
The Lizzie McGuire Movie ,66,94,13,925,27580,3423,172,17000000,738,0,5.3
The Lone Ranger ,450,150,563,40000,181792,45757,711,215000000,2000,48000,6.5
The Long Kiss Goodnight ,94,121,212,394,60508,1531,285,65000000,380,4000,6.7
The Long Riders ,52,100,394,2000,7322,6296,78,10000000,926,680,7.1
The Longest Day ,53,178,19,726,43270,1554,192,10000000,249,0,7.8
The Longest Ride ,117,128,88,989,50041,3386,116,34000000,970,23000,7.1
The Longest Yard ,134,113,88,11000,130070,13693,316,82000000,437,0,6.4
The Longshots ,47,94,258,721,3174,2453,19,23000000,463,376,5.1
The Lord of the Rings: The Fellowship of the Ring ,297,171,0,16000,1238746,22342,5060,93000000,5000,21000,8.8
The Lord of the Rings: The Return of the King ,328,192,0,5000,1215718,6434,3189,94000000,857,16000,8.9
